id,target_name_ar,sentence,subject,relation,object,evidence,split,pep_sentence
125,د. محمود الهاشمي,"محمود الهاشمي 2021-06-01 هكذا نفهم المعادله بين الجيش والحشد الشعبي 2021-06-07 ""الوساطه المصريه"" في (الملف الفلسطيني الاسراييلي) وتاثيره علا مستقبل المقاومه 2021-06-11 السيد ابراهيم رييسي (خيار) القايد والشعب 2021-06-14 سبايكر",,,,,,False
126,د. محمود الهاشمي,محمود الهاشمي خلال اللقاء مع الزميله الاء خليفه (زين علام) الاستديوهات ستوسس لبناء فريق اعلامي محترف الاعلام سلاح ذو حدين ونتمتع في الكويت بسقف عال من الحريات وخاصه في المجالات الاعلاميه الاستديوهات هي البنيه التحتيه لتاسيس فريق اعلامي محترف قادر علا قياده الاعلام بالكويت الاء خليفه اكد استاذ الاعلام بجامعه الكويت د,,,,,,False
127,د. محمود الهاشمي,محمود الهاشمي في برنامج (من اجل الكويت) عن خطوره الشايعات في فتره الازمات 22 ابريل 2020 مشاركه,,,,,,False
128,فيصل بندر وطيان الدويش,الموسوعه الحره معلومات شخصيه اسم الولاده فيصل بندر وطبان الدويش الميلاد 1947 (العمر 79 سنه) الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي,,,,,,True
129,فيصل بندر وطيان الدويش,امير قبيله الحزب قبلي مستقل تعديل مصدري تعديل فيصل بندر وطبان الدويش المطيري من مواليد دوله الكويت في عام 1947,,,,,,True
130,فيصل بندر وطيان الدويش,عبدالعزيز عبدالله عبدالعزيز عبدالله الدويش فلاح فيصل سعود الدويش فيصل بندر وطيان الدويش سني نايب بدر فيصل بندر وطبان الدويش سعود الدويش نايف فيصل بندر الدويش سني سلطان جفين كميخ حطاب الدويش Comments & Questions Michael Herb,,,,,,False
131,مريم عقيل السيد هاشم العقيل,"عدنان هاشم احمد العقيل مدير موسسه الكويت للتقدم العلمي سابقا وكذلك منهم الوزيره مريم عقيل هاشم العقيل ولهم مصاهرات مع اسره الشهاب""خضير"" والونيان وغيرهم",,,,,,True
132,مريم عقيل السيد هاشم العقيل,ومريم عقيل هاشم العقيل لتصبح وزيره للشوون الاجتماعيه ووزيره دوله للشوون الاقتصاديه,,,,,,True
133,اميره  الشمري,(مجموعه الفرحه والامل التطوعيه) الكويتيه برياسه اميره الشمري والرييس الفخري للمجموعه رجل الاعمال الكويتي ابراهيم طاهر البغلي (مجموعه الفرحه والامل التطوعيه) الكويتيه برياسه اميره الشمري والرييس الفخري للمجموعه رجل الاعمال الكويتي ابراهيم طاهر البغلي المصور : كونا,,,,,,False
134,اميره  الشمري,رييسه المجموعه اميره الشمري رييسه المجموعه اميره الشمري المصور : كونا,,,,,,False
135,اميره  الشمري,وعن كيفيه تكون هذه المجموعه قالت اميره الشمري والتي اختيرت لتروس المجموعه لوكاله الانباء الكويتيه (كونا) «ان الهدف هو زراعه الامل والبسمه لفيات متعدده من البشر من ضمنهم نزلاء دور الرعايه والاطفال المرضا وذوو الاحتياجات الخاصه»,,,,,,False
136,محمد راشد العازمي,22:42 الخبير محمد راشد العازمي اكد امين سر نقابه الخبراء الخبير محمد راشد العازمي,,,,,,False
137,محمد راشد العازمي,5- الخبير محمد راشد العازمي امين السر 6- الخبير مبارك الشباك امين الصندوق 7- الخبير محمد الجلاهمه تانب امين السر 8- الخبير فهد الوتيد نايب امين الصندوق 9- الخبير سالم الظفيري رييس مكتب العلاقات العامه والاعلام 10- الخبيره فرح السيف,,,,,,False
138,أحمد العيدان,"1 تريليونات قدم مكعبه من الغاز 2024/7/23 العيدان: سموه صاحب رويه ثاقبه لاعلاء شان الكويت ودفع مسار التطوير والتنميه 2023/12/21 الرييس التنفيذي ل ""نفط الكويت"" احمد العيدان: سمو الامير صاحب رويه ثاقبه ونجح في دفع مسار التطوير والتنميه والتقدم واعلاء شان الكويت 2023/12/20 الرييس التنفيذي ل «نفط الكويت» يحصد جايزه شخصيه العام 2023/6/16 انقر لتحميل المزيد",,,,,,True
139,مناور ذياب نقا القوزاني العازمي,اي معلومات غير موثقه يمكن التشكيك بها و ازالتها ( مارس 2020 ) معلومات شخصيه اسم الولاده مناور ذياب نقا القوزاني العازمي الميلاد (العمر 61 سنه) الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل,,,,,,True
140,مناور ذياب نقا القوزاني العازمي,نايب سابق في مجلس الامه الكويتي فبراير 2012 نبذه [ عدل ] مناور ذياب نقا القوزاني العازمي مواليد,,,,,,True
141,فيصل محمد الحجي بوخضور,الموسوعه الحره فيصل الحجي بوخضور مناصب وزير الدوله لشوون مجلس الوزراء 25 مارس 2007,,,,,,True
142,فيصل محمد الحجي بوخضور,تعديل فيصل محمد الحجي بوخضور ( 15 نوفمبر 1946,,,,,,False
143,فيصل محمد الحجي بوخضور,"المراجع ""وفاه الوزير والسفير الكويتي في البحرين سابقا فيصل الحجي بوخضور"" جريده الوطن البحرينيه",,,,,,True
144,فيصل محمد الحجي بوخضور,"اطلع عليه بتاريخ 2021-10-25 ""وفاه السفير الكويتي الاسبق فيصل الحجي بوخضور بالبحرين""",,,,,,True
145,فيصل محمد الحجي بوخضور,اطلع عليه بتاريخ 2021-10-25 الكويت تفقد برحيل الوزير الاسبق فيصل الحجي بوخضور احد ابنايها المخلصين بعد رحله طويله بالعمل الدبلوماسي والسياسي,,,,,,True
146,عبدلله عبدالصمد معرفي,الرييسيه / الاشخاص / عبدلله عبدالصمد معرفي عبدلله عبدالصمد معرفي العايله معرفي المشاركات في الحكومه الحكومه الوزاره الحكومه 37 وزاره الدوله لشوون الاسكان والتطوير العمراني وزير الاسكان وزاره الدوله لشوون الخدمات وزير دوله لشوون الخدمات,,,,,,True
147,عبدلله عبدالصمد معرفي,مصطفا عباس قمبر معرفي ناصر عبدالرضا كرم محمد معرفي حمزه حبيب محمد كرم معرفي ابراهيم عبدالرضا كرم محمد معرفي اسماعيل عبدالستار صالح معرفي عبدالصمد عبدالله محمد حسين معرفي محمد رفيع حسين معرفي مصطفا احمد محمد معرفي حسين محمد جواد معرفي نايب عبدالفتاح محمد رفيع معرفي احمد محمد حسين نصرالله معرفي جواهر عبدالرسول عبدالرضا معرفي كاظم صالح معرفي نيفين عبدالواحد احمد محمد معرفي عبدلله عبدالصمد معرفي وزير داود سليمان معرفي نايب وزير Comments & Questions Michael Herb,,,,,,False
148,عبدلله عبدالصمد معرفي,وزير الحكومه الطايفه شيخ\منتخب فرع العايله الحاكمه العايله القبيله عبدلله عبدالصمد معرفي الحكومه 37 معرفي مبارك سالم مبارك ناصر الحريص الحكومه 36 سني الحريص العوازم جنان محسن حسن رمضان بوشهري الحكومه 35 / من تشكيل الحكومه الا 24-12-2018 بوشهري خالد ناصر عبدالله الروضان الحكومه 35 / من 24-12-2018 الا نهايه الحكومه الروضان ياسر حسن ابل الحكومه 34 عيسا محمد ابراهيم المزيدي الحكومه 13 الثانيه عيسا محمد ابراهيم المزيدي الحكومه 13,,,,,,True
149,عمار محمد عمار لبدان العجمي,الموسوعه الحره معلومات شخصيه اسم الولاده عمار محمد عمار لبدان العجمي الميلاد 1962 (العمر 63-64) الكويت الجنسيه كويتي الحياه العمليه التعلم بكالريوس طيران تجاري المهنه سياسي,,,,,,True
150,عمار محمد عمار لبدان العجمي,تعديل عمار محمد عمار لبدان العجمي ( 1962 -),,,,,,False
151,عمار محمد عمار لبدان العجمي,عمار محمد عمار لبدان العجمي الرييسيه ال,,,,,,False
152,عمار محمد عمار لبدان العجمي,الرييسيه / الاشخاص / عمار محمد عمار لبدان العجمي عمار محمد عمار لبدان العجمي الطايفه سني العايله العجمي الم,,,,,,False
153,خالد الذهب,وتعرضت المنطقه لعده غارات اميركيه بدون طيار نجحت احداها في قتل «قايد الذهب» وسته من مرافقيه في 10 اغسطس 5 خالد الذهب,,,,,,False
154,بدر فهد علي الدويلة,الموسوعه الحره بدر فهد الدويله معلومات شخصيه اسم الولاده بدر فهد علي فهد الدويله الميلاد (العمر 66-67) الفروانيه,,,,,,False
155,بدر فهد علي الدويلة,محامي تعديل مصدري تعديل بدر فهد علي الدويله وزير كويتي سابق من مواليد 8 فبراير,,,,,,True
156,بدر فهد علي الدويلة,1 السيره الذاتيه عدل ولد بدر فهد علي فهد محمد فهد الدويله الرشيدي في الكويت عام,,,,,,False
157,علي ثنيان صالح الأذينة,الموسوعه الحره مناصب معلومات شخصيه اسم الولاده علي ثنيان صالح الاذينه الميلاد 1917 تاريخ الوفاه 30 نوفمبر 1971 (54 سنه) الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل قبلي تعديل مصدري تعديل علي ثنيان صالح الاذينه العازمي,,,,,,True
158,عبدالرحمن  العازمي,منافسات البطوله العربيه الحاديه عشره للناشيين والناشيات الاخبار منافسات البطوله العربيه الحاديه عشره للناشيين والناشيات 2025/08/24 حقق لاعب منتخبنا الوطني لالعاب القوا عبدالرحمن العازمي الميداليه البرونزيه في مسابقه الوثب الطويل ضمن منافسات البطوله العربيه الحاديه عشره للناشيين والناشيات,,,,,,False
159,سامي النجار,وفاه رييس مجلس الاداره الموسس الدكتور سامي النجار,,,,,,False
160,سامي النجار,اختار نوع عيادتك فيزيتا للاطباء اتصل بنا English مصر الاردن لبنان نيجيريا كينيا مصر الاردن لبنان نيجيريا كينيا احجز مع دكتور سامي النجار بنقره واحده ٤٠٠٠ دكتور -١٠٠٠ استاذ واستشاري,,,,,,False
161,سامي النجار,الفيه البرونزيه B صفحه ١ / ٣ او اكتب اسم ابحث الغاء فيزيتا دكتور اسنان فا السعوديه دكتور سامي النجار سامي النجار اخصايي جراحه الوجه والفكين متخصص في جراحه وجه وفكين الملك فهد الدكتور غير متاح للحجز من فيزيتا اعلان +2016676 سامي النجار اخصايي جراحه الوجه والفكين متخصص في جراحه وجه وفكين الملك فهد من نحن فريق فيزيتا وظايف الصحافه ابحث عن طريق التخصص المنطقه التامين المستشفا المركز هل انت طبيب,,,,,,False
162,سامي النجار,مما ادا الا استشهاد سامي النجار وعدد من الشهداء,,,,,,False
163,خالد محمد العجمي,عبدالله المملوك اصدرت الرييس التنفيذي في شركه صناعه الكيماويات البتروليه ناديه الحجي تعميما يقضي بتعيين خالد محمد العجمي مديرا للموارد البشريه ويعود باعماله الا نايب الرييس التنفيذي لقطاع الشوون,,,,,,True
164,محمد عبدالمحسن فراج العصيمي,الموسوعه الحره محمد عبد المحسن العصيمي العصيمي بالوسط مشاركا بالمظاهرات ضد الغزو العراقي في التشيك معلومات شخصيه اسم الولاده محمد عبدالمحسن فراج العصيمي الميلاد 1936 تاريخ الوفاه 30 نوفمبر 1991 (55 سنه) الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل قبلي تعديل مصدري تعديل محمد عبد المحسن فراج العصيمي مواليد دوله الكويت ( 1936 1991 ),,,,,,True
165,مشاري جاسم مشاري العنجري,مشاري جاسم مشاري العنجري الرييسيه ال,,,,,,True
166,سالم   العنزي,"مورشف من في 2024-12-18 العنزي : اجمل ذكرياتي عشتها مع كاس سمو ولي العهد 2016-03-03 علا موقع العنوان : لاعب المنتخب القطري لكره القدم محمد سالم العنزي يحصل علا الجنسيه الاماراتيه ""Mohannad Salem Al Enazi"" فرق كره القدم الوطنيه",,,,,,False
167,فهد محمد الحصبان,عضو حالي في الامانه العامه في المنبر الديمقراطي لافي محمد الحصبان مهندس في شركه البترول الكويتيه والمحامي دوخي محمد الحصبان الاسير الشهيد احمد محمد الحصبان الفهيد وعبدلله محمد الحصبان ونواف محمد الحصبان وابناء ادجين الحصبان فهد ادجين الحصبان الشيخ حصبان ادجين الحصبان امام وخطيب فواز ادجين الحصبان رييس مجلس الاعلا لشيون المعاقين بدر ادجين الحصبان محمد ادجين الحصبان عبدالعزيز ادجين الحصبان هذي سيره عايله الحصبان اتمنا ان تتعدل والي يبي يستفسر عن اي معلومه هذا ايميلي 1L6@LIVE,,,,,,False
168,راشد صالح التوحيد,فقدت الكويت عضو مجلس الامه السابق راشد صالح التوحيد بعد مسيره طويله من العمل البرلماني,,,,,,True
169,راشد صالح التوحيد,الكويت نشر : السبت 10-2-2024م الاحد 11-2-2024م س س فقدت الكويت عضو مجلس الامه الاسبق راشد صالح التوحيد بعد مسيره طويله في العمل البرلماني,,,,,,True
170,عوده عودة بشيت هجيج عودة الرويعي,الموسوعه الحره عوده الرويعي معلومات شخصيه اسم الولاده عوده عوده بشيت هجيج الرويعي تاريخ الميلاد 1968 (العمر 57-58) الجنسيه الكويت الديانه مسلم الحياه العمليه المدرسه الام دكتوراه الفلسفه في علم النفس المهنه سياسي تعديل مصدري,,,,,,True
171,عوده عودة بشيت هجيج عودة الرويعي,تعديل عوده عوده بشيت هجيج عوده الرويعي ( 1968 -),,,,,,False
172,عوده عودة بشيت هجيج عودة الرويعي,"وزير انس الصالح (سبتمبر 2020) تصويت فتح باب ما يستجد من اعمال (تعديل النظام الانتخابي) غير موافق مراجع ^ ا ب ج ""عوده عوده بشيت هجيج عوده الرويعي""",,,,,,False
173,عوده عودة بشيت هجيج عودة الرويعي,وحافظ 20 نايبا سابقين علا مقاعدهم الانتخابيه وهم عدنان سيد عبدالصمد وعيسا احمد الكندري ومحمد مروي الهديه وصالح احمد عاشور ومبارك سالم الحريص مرزوق علي الغانم وخليل ابراهيم الصالح وحمد سيف الهرشاني وخلف دميثير العنزي وراكان يوسف النصف وعوده عوده الرويعي,,,,,,True
174,ثامر سعد غيث غانم جليدان السويط الظفيري,الموسوعه الحره نايب مجلس الامه الكويتي معلومات شخصيه اسم الولاده ثامر سعد غيث السويط الظفيري الميلاد 13 فبراير 1976 (العمر 50 سنه) الكويت الجنسيه كويتي الديانه مسلم الحياه العمليه المهنه مهندس الحزب مستقل,,,,,,True
175,ثامر سعد غيث غانم جليدان السويط الظفيري,تعديل ثامر سعد غيث غانم جليدان السويط الظفيري ( 13 فبراير 1976 -),,,,,,False
176,ثامر سعد غيث غانم جليدان السويط الظفيري,"4 مجلس الامه الكويتي 2020 الموضوع الموقف استجواب الوزير حمد جابر العلي (يناير 2022) استجواب الوزير احمد ناصر الصباح (فبراير 2022) استجواب الوزير علي حسين الموسا (مارس 2022) المراجع ثامر سعد غيث غانم جليدان السويط الظفيري نسخه محفوظه 23 فبراير 2020 علا موقع واي باك مشين ""نتايج الانتخابات",,,,,,False
177,ثامر علي الصباح السالم الصباح,3 4 5 6 References صدور مرسوم التشكيله الحكوميه الجديده 14 December 2020 at the امر اميري بتشكيل الحكومه الجديده برياسه سمو الشيخ صباح الخالد الحمد الصباح تتضمن 15 وزيرا 30 December 2021 at the السيره الذاتيه ل الشيخ ثامر علي صباح السالم الصباح وزير الداخليه,,,,,,True
178,نايف الرومي,عام / امر ملكي : تعيين الدكتور نايف الرومي محافظا لهييه تقويم التعليم العام,,,,,,True
179,نايف الرومي,"وكشف الدكتور نايف الرومي محافظ هييه تقويم التعليم العام بان الهدف الاستراتيجي للهييه هو عدم تضخيم عدد الكادر الذي يعمل فيها لافتا الا ان الاستفاده من الحلول التقنيه له الاثر الكبير في تنفيذ برامج ومشروعات الهييه او حتا النظام الاداري والمالي ويوسس الا مشروع يخدم العمليه التعليميه في المملكه مشيرا الا انه في حال عدم وجود مثل تلك الحلول التقنيه يسبب بشكل او باخر زياده الكادر, كون الهييه تركز ليس علا الكادر بل علا نوعيه محدده في الكادر الذي يعمل لديها",,,,,,True
180,نايف الرومي,نايف الرومي تاريخ النشر: 22 سبتمبر 2013 05:06 KSA -الدكتور نايف بن هشال الرومي,,,,,,False
181,الحميدي بدر الحميدي بدر السبيعي,الموسوعه الحره الحميدي السبيعي معلومات شخصيه اسم الولاده الحميدي بدر الحميدي بدر السبيعي الميلاد 1 يناير 1967 (العمر 59 سنه) الكويت الجنسيه الكويت الديانه مسلم منصب نايب سابق في مجلس الامه الكويتي الحياه العمليه المدرسه الام جامعي المهنه سياسي,,,,,,True
182,الحميدي بدر الحميدي بدر السبيعي,تعديل الحميدي بدر الحميدي بدر السبيعي,,,,,,False
183,الحميدي بدر الحميدي بدر السبيعي,"عضويه مجلس الامه عن الدايره الخامسه 27/11/2016"" في 2020-12-18 2021-12-29 ""الحميدي بدر الحميدي بدر السبيعي"" في 2016-11-02 2020-02-29 ""مجلس الامه",,,,,,True
184,الحميدي بدر الحميدي بدر السبيعي,3- الحميدي بدر الحميدي بدر السبيعي من مواليد 1967 حاصل علا ماجستير قانون ويعمل محاميا ونايب رييس جمعيه المحامين الكويتيه وعضو المكتب الدايم في اتحاد المحامين العرب,,,,,,False
185,الحميدي بدر الحميدي بدر السبيعي,جابر خالد السبيعي ناصر كريدي فهد ناصر السبيعي فيصل فالح عايد فلاح السبيعي الحميدي بدر الحميدي بدر السبيعي سني,,,,,,False
186,مفلح فرحان النامي العازمي,الموسوعه الحره مفلح العازمي معلومات شخصيه اسم الولاده مفلح فرحان النامي العازمي مكان الميلاد الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل,,,,,,True
187,محمد رفيع حسين معرفي,وانتخب محمد رفيع ضمن هذا المجلس وساهم في تاسيس الديمقراطيه في الكويت بشكل كبير,,,,,,True
188,حماد مناحي فهد حماد هتيل الدوسري,"محافظه الاحمدي ابرز مواقفه في مجلس الامه عدل مجلس الامه الكويتي 2012 1 الموضوع الموقف الكتل مستقل احاله استجواب احمد الحمود الا التشريعيه (2013) المداوله الاولا لاسقاط الفوايد (2013) التصويت علا مرسوم الصوت الواحد (2013) تاجيل استجواب الاذينه (2013) تاجيل استجواب هاني حسين (2013) تاجيل استجواب الشمالي (2013) تاجيل استجواب احمد الحمود (2013) قانون مكافحه الارهاب وغسل الاموال (2013) غير موجود مراجع عدل ^ ""حماد مناحي فهد حماد هتيل الدوسري"" Kuwaitpolitics",,,,,,False
189,حماد مناحي فهد حماد هتيل الدوسري,حماد مناحي فهد حماد هتيل الدوسري الرييسيه ال,,,,,,False
190,يوسف المطيري,الحويله تعين يوسف المطيري متحدثا رسميا ل«الشوون» نشر في 10-07-2025,,,,,,True
191,يوسف المطيري,15:07 يوسف المطيري المتحدث باسم وزاره الشوون الاجتماعيه اصدرت وزيره الشوون الاجتماعيه وشوون الاسره والطفوله,,,,,,True
192,يوسف المطيري,يوسف المطيري في برنامج (العالم هذا الصباح) عن قمه دول الخليج و اسيا الوسطا 19 يوليو 2023 مشاركه المطيري يوسف قد يعجبك ايضا فيديو: لقاء اللواء اركان حرب طيار متقاعد يوسف الملا عن تطورات الحرب في الشرق الاوسط..,,,,,,False
193,عبدالله حمد الهاشمى العجمي,الموسوعه الحره عبد الله حمد العجمي معلومات شخصيه اسم الولاده عبدالله حمد الهاشما العجمي الميلاد القرن 20 تاريخ الوفاه القرن 20 الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل,,,,,,True
194,عالية فيصل حمود زيد الخالد,الموسوعه الحره عاليه الخالد معلومات شخصيه اسم الولاده عاليه فيصل حمود زيد الخالد الميلاد 1974 (العمر 51-52) الكويت الجنسيه كويتي الديانه الاسلام الحياه العمليه التعلم بكالوريوس اداره اعمال المدرسه الام جامعه الكويت المهنه سياسي الحزب مستقل تعديل مصدري,,,,,,True
195,عالية فيصل حمود زيد الخالد,تعديل عاليه فيصل حمود زيد الخالد ( 1974 -) نايب سابق في مجلس الامه الكويتي,,,,,,True
196,عالية فيصل حمود زيد الخالد,بهذا القدر من المعلومات نصل بكم الا ختام المقال الخاص بموقع فكره والذي قدمنا لكم فيه الحديث بشكل مفصل عن عاليه فيصل الخالد ويكيبيديا,,,,,,False
197,مبارك بنيه متعب فهد الخرينج,الموسوعه الحره معلومات شخصيه اسم الولاده مبارك بنيه متعب فهد الخرينج تاريخ الميلاد 1 يناير 1948 (العمر 78 سنه) الجنسيه مناصب الحياه العمليه المهنه سياسي سنوات النشاط 1992,,,,,,True
198,مبارك بنيه متعب فهد الخرينج,تعديل مبارك بنيه متعب فهد الخرينج الرشيدي,,,,,,False
199,مبارك بنيه متعب فهد الخرينج,نايب رييس مجلس الامه السابق في مجلس الامه الكويتي سيرته الذاتيه مبارك بنيه متعب فهد الخرينج من مواليد لعام 1948 وحاصل علا شهاده الثانويه العامه,,,,,,True
200,مبارك بنيه متعب فهد الخرينج,وبخلاف ذلك لم يتواني لحظه عن تقديم يد العون لكل من طلب منه ذلك وخاصه من ابناء الجاليه المصريه فاصبح رييسا للجنه العلاقات المصريه الكويتيه في مجلس الامه الكويتي لما يتمتع به من علاقات وطيده في كافه البلدان العربيه وفي السطور التاليه نسرد لمحات بسيطه حول السيد / مبارك بنيه الخرينج التعريف بمبارك الخرينج مبارك بنيه متعب فهد الخرينج من مواليد الكويت لعام 1948,,,,,,True
201,عبدالله متعب مسفر مرزوق العرادة,"ابرز مواقفه في مجلس الامه مجلس الامه الكويتي 1999 4 الموضوع الموقف الكتل اسلامي مستقل حقوق المراه السياسيه (1999) غير موافق تجنيس البدون (2000) موافق استجواب الوزير عادل الصبيح ضد الاستجواب استجواب الوزير يوسف الابراهيم مع الاستجواب استجواب الوزير محمد ضيف الله شرار ضد الاستجواب مراجع ""عبدالله متعب مسفر مرزوق العراده"" في 2019-10-15 2019-12-28 https://www",,,,,,True
202,محمد ابطيحان الدويهيس,وفي التشكيل الوزاري ال19 بتاريخ 13 يوليو 1999 تم تعيين الدكتور محمد ابطيحان الدويهيس وزيرا للتخطيط ووزير دوله لشيون التنميه الاداريه,,,,,,True
203,مفرج نهار مفرج خلف المطيري,الموسوعه الحره معلومات شخصيه اسم الولاده مفرج نهار مفرج خلف المطيري الميلاد 1959 (العمر 67 سنه) الجنسيه الديانه مسلم الحياه العمليه المدرسه الام بكالوريوس محاسبه المهنه سياسي الحزب التجمع السلفي تعديل مصدري,,,,,,True
204,مفرج نهار مفرج خلف المطيري,تعديل مفرج نهار مفرج خلف المطيري من مواليد دوله الكويت في عام 1959,,,,,,False
205,عبدالله المسلماني,عبدالله المسلماني محامي الدوله وقايد فريق الدفاع في محكمه العدل الدوليه حول قضايا جزر حوار وتوابعها و منطقه الزباره والمنطقه الاقتصاديه وفشت الديبل,,,,,,True
206,عبدالله المسلماني,سيره الجد ابراهيم بن سعيد maslamani 1 سيره الجد سعيد بن ابراهيم maslamani 2 شباب العايله يشاركون في مسابقه سنيار (فريق الداعبه) هذا الموسم بحمد الله يشارك شباب العايله هذا الموسم في مسابقه سنيار (فريق الداعبه) بقياده النوخذه صالح بن خليفه بن عبدالله المسلماني و السكوني يوسف بن جاسم بن ناصر المسلماني واليزوا عبدالله بن جاسم المسلماني و عبدالله المنصوري وعبدالله العامري و بقيه الفريق المتحفز للفوز باللقب هذا الموسم,,,,,,False
207,عبدالله المسلماني,وترفع العايله شكرها الجزيل لله ثم لسمو الامير المفدا والقياده الرشيده ونتمنا للابن والمذيع القدير عبدالله المسلماني التوفيق والسداد وخدمه دوله قطر ورفع رايتها في مصاف الدول المتقدمه,,,,,,False
208,دانه العجمي,منذ 219 اسبوع الزيادي فيديو: لقاء المهندسه دانه العجمي في برنامج بعد السادسه عن مشروع الانقاذ من الغرق الجمعه,,,,,,False
209,ماجد مساعد عوض مطلق الرشاش المطيري,الموسوعه الحره معلومات شخصيه اسم الولاده ماجد مساعد عوض مطلق الرشاش المطيري الميلاد 29 ابريل 1972 (العمر 53 سنه) الكويت الجنسيه الكويت الديانه مسلم الحياه العمليه المدرسه الام بكالوريوس اداره اعمال المهنه سياسي تعديل مصدري,,,,,,True
210,ماجد مساعد عوض مطلق الرشاش المطيري,تعديل ماجد مساعد عوض مطلق الرشاش المطيري ( 29 ابريل 1972,,,,,,False
211,ماجد مساعد عوض مطلق الرشاش المطيري,نايب في مجلس الامه الكويتي 1 2 سيرته ماجد مساعد حاصل علا بكالوريوس اداره اعمال,,,,,,True
212,ماجد مساعد عوض مطلق الرشاش المطيري,الا ان تم شطب خالد النيف من الترشيح في انتخابات مجلس الامه الكويتي 2016 بقرار من المحكمه بتهمه اهانه الذات الاميريه ليترشح ماجد مساعد في انتخابات مجلس الامه 2016 بدلا منه كونه المرشح الاحتياطي للتشاوريه,,,,,,False
213,ماجد مساعد عوض مطلق الرشاش المطيري,"ماجد مساعد المطيري"" مجلس الامه في 9 يناير 2020",,,,,,True
214,ماجد مساعد عوض مطلق الرشاش المطيري,"وزير انس الصالح (سبتمبر 2020) مع الاستجواب تصويت فتح باب ما يستجد من اعمال (تعديل النظام الانتخابي) غير موجود مراجع ""من نحن ماجد مساعد المطيري"" مجلس الامه في 9 يناير 2020",,,,,,False
215,أنور عراك عنتر عواد الفكر الظفيري,الموسوعه الحره معلومات شخصيه اسم الولاده انور عراك عنتر عواد الفكر الظفيري تاريخ الميلاد 1984 (العمر 41-42) الاقامه الكويت,,,,,,False
216,أنور عراك عنتر عواد الفكر الظفيري,ونايب سابق في مجلس الامه الكويتي 1 السيره العلميه والبرلمانيه عدل حصل انور عراك عنتر عواد الفكر الظفيري علا بكالوريوس في التربيه الخاصه من كليه التربيه الاساسيه,,,,,,True
217,عبدالمطلب عبدالحسين حسن الكاظمي,الكاظمي متحدثا في مجلس الامه وبجانبه الشيخ صباح الاحمد الجابر حينما كان وزيرا للخارجيه وفي موقع تاريخ الكويت وجدت ما يفيد ان جد الوزير عبدالمطلب الكاظمي اي حسن الكاظمي كان متزوجا من سيده من عايله الجمالي المعروفه,,,,,,True
218,عبدالمطلب عبدالحسين حسن الكاظمي,الذي تولا رعايه ابنها عبدالحسين حسن الكاظمي,,,,,,False
219,عبدالمطلب عبدالحسين حسن الكاظمي,عبدالمطلب عبدالحسين حسن الكاظمي وزير عبدالحسين نعمان عبدالحسين الكاظمي زيد عبدالحسين حسن الكاظمي عبداللطيف عبدالحسين حسن الكاظمي محمد علام عبداللطيف عبدالحسين حسن الكاظمي Comments & Questions Michael Herb,,,,,,True
220,عبدالمطلب عبدالحسين حسن الكاظمي,عبدالمطلب عبدالحسين حسن الكاظمي وزير عبدالحسين نعمان عبدالحسين الكاظمي زيد عبدالحسين حسن الكاظمي عبداللطيف عبدالحسين حس,,,,,,True
221,عبدالمطلب عبدالحسين حسن الكاظمي,نايب سابق) 3-عبدالمطلب عبدالحسين حسن الكاظمي (رجل اعمال و,,,,,,False
222,محمد عبدالرحمن بوزبر,الرييسيه / الاشخاص / محمد عبدالرحمن بوزبر محمد عبدالرحمن بوزبر المشاركات في الحكومه الحكومه الوزاره الحكومه 41 وزاره العدل وزير العدل و وزير دوله لشوون تعزيز النزاهه وزاره الاوقاف والشوون الاسلاميه وزير الاوقاف و الشوون الاسلاميه,,,,,,True
223,فيصل عبدالحميد الصانع,"علما بانه في احد المشاركات في موضوع الصانع الضاحيه تم ذكر بانهم من احفاد احمد ناصر الصانع الذي تم تكليفه باداره بيت المال في اماره المجمعه و كذلك في موقع الصانع ""عبد الحميد"" ذكروا كذلك بانهم من احفاد اخ احمد بن ناصر الصانع و اسمه : عبد العزيز بن ناصر الصانع 3 05-08-2011, 10:13 PM مشرف تاريخ التسجيل: Jan 2008 الدوله: الكويت المشاركات: 2,658 و من شخصيات هذه الاسره الكريمه رجل الاعمال عبدالرزاق عبدالحميد الصانع عضو مجلس الامه منذ عام 1975-1976 و منذ عام 1981-1985",,,,,,False
224,فيصل عبدالحميد الصانع,و الاسير فيصل عبدالحميد الصانع عضو مجلس الامه منذ عام 1985-1986,,,,,,True
