id,target_name_ar,sentence,subject,relation,object,evidence,split
91,الحميدي بدر الحميدي بدر السبيعي,"عضويه مجلس الامه عن الدايره الخامسه 27/11/2016"" في 2020-12-18 2021-12-29 ""الحميدي بدر الحميدي بدر السبيعي"" في 2016-11-02 2020-02-29 ""مجلس الامه",,,,,
92,مفلح فرحان النامي العازمي,الموسوعه الحره مفلح العازمي معلومات شخصيه اسم الولاده مفلح فرحان النامي العازمي مكان الميلاد الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل,,,,,
93,محمد رفيع حسين معرفي,وانتخب محمد رفيع ضمن هذا المجلس وساهم في تاسيس الديمقراطيه في الكويت بشكل كبير,,,,,
94,يوسف المطيري,الحويله تعين يوسف المطيري متحدثا رسميا ل«الشوون» نشر في 10-07-2025,,,,,
95,يوسف المطيري,15:07 يوسف المطيري المتحدث باسم وزاره الشوون الاجتماعيه اصدرت وزيره الشوون الاجتماعيه وشوون الاسره والطفوله,,,,,
96,عبدالله حمد الهاشمى العجمي,الموسوعه الحره عبد الله حمد العجمي معلومات شخصيه اسم الولاده عبدالله حمد الهاشما العجمي الميلاد القرن 20 تاريخ الوفاه القرن 20 الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل,,,,,
97,عالية فيصل حمود زيد الخالد,الموسوعه الحره عاليه الخالد معلومات شخصيه اسم الولاده عاليه فيصل حمود زيد الخالد الميلاد 1974 (العمر 51-52) الكويت الجنسيه كويتي الديانه الاسلام الحياه العمليه التعلم بكالوريوس اداره اعمال المدرسه الام جامعه الكويت المهنه سياسي الحزب مستقل تعديل مصدري,,,,,
98,عالية فيصل حمود زيد الخالد,تعديل عاليه فيصل حمود زيد الخالد ( 1974 -) نايب سابق في مجلس الامه الكويتي,,,,,
99,مبارك بنيه متعب فهد الخرينج,الموسوعه الحره معلومات شخصيه اسم الولاده مبارك بنيه متعب فهد الخرينج تاريخ الميلاد 1 يناير 1948 (العمر 78 سنه) الجنسيه مناصب الحياه العمليه المهنه سياسي سنوات النشاط 1992,,,,,
100,مبارك بنيه متعب فهد الخرينج,نايب رييس مجلس الامه السابق في مجلس الامه الكويتي سيرته الذاتيه مبارك بنيه متعب فهد الخرينج من مواليد لعام 1948 وحاصل علا شهاده الثانويه العامه,,,,,
101,مبارك بنيه متعب فهد الخرينج,وبخلاف ذلك لم يتواني لحظه عن تقديم يد العون لكل من طلب منه ذلك وخاصه من ابناء الجاليه المصريه فاصبح رييسا للجنه العلاقات المصريه الكويتيه في مجلس الامه الكويتي لما يتمتع به من علاقات وطيده في كافه البلدان العربيه وفي السطور التاليه نسرد لمحات بسيطه حول السيد / مبارك بنيه الخرينج التعريف بمبارك الخرينج مبارك بنيه متعب فهد الخرينج من مواليد الكويت لعام 1948,,,,,
102,عبدالله متعب مسفر مرزوق العرادة,"ابرز مواقفه في مجلس الامه مجلس الامه الكويتي 1999 4 الموضوع الموقف الكتل اسلامي مستقل حقوق المراه السياسيه (1999) غير موافق تجنيس البدون (2000) موافق استجواب الوزير عادل الصبيح ضد الاستجواب استجواب الوزير يوسف الابراهيم مع الاستجواب استجواب الوزير محمد ضيف الله شرار ضد الاستجواب مراجع ""عبدالله متعب مسفر مرزوق العراده"" في 2019-10-15 2019-12-28 https://www",,,,,
103,محمد ابطيحان الدويهيس,وفي التشكيل الوزاري ال19 بتاريخ 13 يوليو 1999 تم تعيين الدكتور محمد ابطيحان الدويهيس وزيرا للتخطيط ووزير دوله لشيون التنميه الاداريه,,,,,
104,مفرج نهار مفرج خلف المطيري,الموسوعه الحره معلومات شخصيه اسم الولاده مفرج نهار مفرج خلف المطيري الميلاد 1959 (العمر 67 سنه) الجنسيه الديانه مسلم الحياه العمليه المدرسه الام بكالوريوس محاسبه المهنه سياسي الحزب التجمع السلفي تعديل مصدري,,,,,
105,عبدالله المسلماني,عبدالله المسلماني محامي الدوله وقايد فريق الدفاع في محكمه العدل الدوليه حول قضايا جزر حوار وتوابعها و منطقه الزباره والمنطقه الاقتصاديه وفشت الديبل,,,,,
106,ماجد مساعد عوض مطلق الرشاش المطيري,الموسوعه الحره معلومات شخصيه اسم الولاده ماجد مساعد عوض مطلق الرشاش المطيري الميلاد 29 ابريل 1972 (العمر 53 سنه) الكويت الجنسيه الكويت الديانه مسلم الحياه العمليه المدرسه الام بكالوريوس اداره اعمال المهنه سياسي تعديل مصدري,,,,,
107,ماجد مساعد عوض مطلق الرشاش المطيري,نايب في مجلس الامه الكويتي 1 2 سيرته ماجد مساعد حاصل علا بكالوريوس اداره اعمال,,,,,
108,ماجد مساعد عوض مطلق الرشاش المطيري,"ماجد مساعد المطيري"" مجلس الامه في 9 يناير 2020",,,,,
109,أنور عراك عنتر عواد الفكر الظفيري,ونايب سابق في مجلس الامه الكويتي 1 السيره العلميه والبرلمانيه عدل حصل انور عراك عنتر عواد الفكر الظفيري علا بكالوريوس في التربيه الخاصه من كليه التربيه الاساسيه,,,,,
110,عبدالمطلب عبدالحسين حسن الكاظمي,الكاظمي متحدثا في مجلس الامه وبجانبه الشيخ صباح الاحمد الجابر حينما كان وزيرا للخارجيه وفي موقع تاريخ الكويت وجدت ما يفيد ان جد الوزير عبدالمطلب الكاظمي اي حسن الكاظمي كان متزوجا من سيده من عايله الجمالي المعروفه,,,,,
111,عبدالمطلب عبدالحسين حسن الكاظمي,عبدالمطلب عبدالحسين حسن الكاظمي وزير عبدالحسين نعمان عبدالحسين الكاظمي زيد عبدالحسين حسن الكاظمي عبداللطيف عبدالحسين حسن الكاظمي محمد علام عبداللطيف عبدالحسين حسن الكاظمي Comments & Questions Michael Herb,,,,,
112,عبدالمطلب عبدالحسين حسن الكاظمي,عبدالمطلب عبدالحسين حسن الكاظمي وزير عبدالحسين نعمان عبدالحسين الكاظمي زيد عبدالحسين حسن الكاظمي عبداللطيف عبدالحسين حس,,,,,
113,محمد عبدالرحمن بوزبر,الرييسيه / الاشخاص / محمد عبدالرحمن بوزبر محمد عبدالرحمن بوزبر المشاركات في الحكومه الحكومه الوزاره الحكومه 41 وزاره العدل وزير العدل و وزير دوله لشوون تعزيز النزاهه وزاره الاوقاف والشوون الاسلاميه وزير الاوقاف و الشوون الاسلاميه,,,,,
114,فيصل عبدالحميد الصانع,و الاسير فيصل عبدالحميد الصانع عضو مجلس الامه منذ عام 1985-1986,,,,,
115,خليفة مساعد حمادة,الموسوعه الحره خليفه مساعد حماده وزير الماليه في المنصب 14 ديسمبر 2020,,,,,
116,خليفة مساعد حمادة,تعديل خليفه مساعد حماده سياسي كويتي,,,,,
117,سعود  التوم,"ونا عندي ان الظيطه والمحايا اشهر منه في عدد المعارك هذا مااردت ايضاحه ولانريد امير شمل لعتيبه اعتيبه كلها امراء وكلها من بعضها ابو يزيد الحافي 09-Oct-2011, 05:05 PM الاخ طلال الروقي موضوعك جميل ولكنه مثير حيث اخطات في كتابتك ان الحفاه اميرهم سعود التوم الحافي وهذ اليس بصحيح بل سعود المذكور موظف بمسما رييس مركز هجره عسيله وهي احدا هجر الحفاه الكثيره واما مشيخه الحفاه فهي عند ال طويق والهم هجر في نجد عقاب 09-Oct-2011, 05:37 PM يااخ عقاب الرباعين وسبعه انعام بهم وبرز فيهم مسلط",,,,,
118,سعود  التوم,"اخطات في كتابتك ان الحفاه اميرهم سعود التوم الحافي وهذ اليس بصحيح بل سعود المذكور موظف بمسما رييس مركز هجره عسيله وهي احدا هجر الحفاه الكثيره واما مشيخه الحفاه فهي عند ال طويق والهم هجر في نجد عقاب 09-Oct-2011, 05:37 PM يااخ عقاب الرباعين وسبعه انعام بهم وبرز فيهم مسلط",,,,,
119,ماجد المطيري,«الاستيناف» تويد حبس النايب السابق ماجد المطيري,,,,,
120,ماجد المطيري,19:24 النايب السابق ماجد المطيري ايدت محكمه الاستيناف الجزاييه اليوم برياسه المستشار د,,,,,
121,ماجد المطيري,عمر المسعود حكم محكمه اول درجه بحبس النايب السابق ماجد المطيري واخرين سنتين مع الشغل والنفاذ,,,,,
122,ماجد المطيري,"الكويت: حبس النايب السابق ماجد المطيري لمده عامين بتهمه ""شراء اصوات"" الكويت انور الروقي انور الروقي صحافي كويتي",,,,,
123,ماجد المطيري,اخر تحديث: 18:51 (توقيت القدس) النايب الكويتي السابق ماجد المطيري,,,,,
124,ماجد المطيري,ايدت محكمه الاستيناف في الكويت حكم حبس النايب السابق ماجد المطيري لمده سنتين مع الشغل والنفاذ,,,,,
125,ماجد المطيري,بحبس النايب السابق ماجد المطيري رفقه اثنين اخرين,,,,,
126,ماجد المطيري,الطعن المقدم من دفاع النايب السابق ماجد المطيري بالغاء حكم الدرجه الاولا,,,,,
127,ماجد المطيري,وياتي حكم ادانه النايب السابق ماجد المطيري والثلاثه الاخرين علا خلفيه قضيه شراء اصوات في الدايره الانتخابيه الخامسه,,,,,
128,عبدالعزيز طارق حمود عبدالعزيز الصقعبي,"ابرز مواقفه في مجلس الامه مجلس الامه 2020 مجلس الامه الكويتي 2020 4 الموضوع الموقف استجواب الوزير حمد جابر العلي (يناير 2022) ضد الاستجواب استجواب الوزير احمد ناصر الصباح (فبراير 2022) مع الاستجواب استجواب الوزير علي حسين الموسا (مارس 2022) غير موجود مراجع عبدالعزيز طارق حمود عبدالعزيز الصقعبي 21 مارس 2021 علا موقع السيره الذاتيه لاعضاء مجلس الامه 2020 2021-03-21 علا موقع عبدالعزيز طارق حمود الصقعبي 2021-02-07 علا موقع ""د",,,,,
129,خلف دميثير عجاج جازع العنزي,26 نوفمبر 2016 معلومات شخصيه اسم الولاده خلف دميثير عجاج العنزي الميلاد 14 اكتوبر 1946 الكويت تاريخ الوفاه 19 ديسمبر 2022 (76 سنه) 1 سبب الوفاه سرطان مواطنه الكويت الكنيه ابو مشعل الديانه مسلم الحياه العمليه المدرسه الام كليه المعلمين (دبلوم) المهنه سياسي الحزب سياسي مستقل اللغات العربيه سنوات النشاط 1981 2016 تعديل مصدري تعديل خلف دميثير عجاج جازع العنزي ( 14 اكتوبر 1946 19 ديسمبر 2022 ),,,,,
130,خلف دميثير عجاج جازع العنزي,وعضو المجلس الوطني السابق عام 1990 3 الايداعات المليونيه اتهم خلف دميثير بشبهه غسيل اموال او بما يسما الايداعات المليونيه,,,,,
131,خلف دميثير عجاج جازع العنزي,النايب خلف دميثير عجاج جازع العنزي النايب خلف دميثير عجاج جازع العنزي المصور : ارشيف,,,,,
132,حسام عبدالله عبدالوهاب حسين الرومي,الرييسيه / الاشخاص / حسام عبدالله عبدالوهاب حسين الرومي حسام عبدالله عبدالوهاب حسين الرومي الطايفه سني العايله الرومي المشاركات في الحكومه الحكومه الوزاره الحكومه 35 وزاره الدوله للشوون البلديه وزير الدوله للشوون البلديه وزاره الاشغال العامه وزير الاشغال المشاركات في الانتخابات ومجالس الامه الانتخابات الدايره الترتيب عدد الاصوات النتيجه مجلس الامه 1992 الدعيه (1992) 4 386 خسر المجلس الوطني 1990 الدعيه (1990) 2 488 فاز,,,,,
133,جاسر خالد الجاسر الراجحي,الكويت تاريخ الوفاه 16 اغسطس 2002 (70 سنه) مكان الدفن مقبره الصليبيخات الجنسيه كويتي الديانه الاسلام الاولاد ثمان ابناء وثلاث بنات الاب خالد الجاسر الراجحي عايله الراجحي الحياه العمليه التعلم دبلوم بيطره المهنه نايب سابق في البرلمان الحزب مستقل تعديل مصدري,,,,,
134,عايض علوش عوض الحميدي المطيري,الموسوعه الحره معلومات شخصيه اسم الولاده عايض علوش عوض المطيري الميلاد 1957 (العمر 69 سنه) الكويت الجنسيه الكويت الديانه مسلم الحياه العمليه المدرسه الام جامعه الازهر المهنه سياسي الحزب التجمع السلفي 1 تعديل مصدري,,,,,
135,خلف هضيبان جهز العتيبي,الموسوعه الحره النايب خلف العتيبي عندما كان رييس نادي خيطان الرياضي معلومات شخصيه اسم الولاده خلف هضيبان جهز العتيبي مكان الميلاد الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل,,,,,
136,يوسف خالد المخلد المطيري,الموسوعه الحره يوسف المخلد مناصب معلومات شخصيه اسم الولاده يوسف خالد المخلد المطيري الميلاد 1921 الوفاه 16 نوفمبر 2015 (94 سنه) مقبره الصليبيخات الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل قبلي تعديل مصدري تعديل يوسف خالد المخلد المطيري ( 1921 2015 ) نايب سابق في مجلس الامه الكويتي والمجلس التاسيسي الكويتي السيره البرلمانيه خاض انتخابات مجلس الامه الكويتي 1963 في الدايره الرابعه,,,,,
137,مشعان محمد مشعان العتيبي,الموسوعه الحره الدكتور مشعان العتيبي وزير الكهرباء والماء والطاقه المتجدده في المنصب,,,,,
138,مشعان محمد مشعان العتيبي,مشعان العتيبي وزير الاعلام والثقافه ووزير الدوله لشوون الشباب: عبد الرحمن بداح المطيري وزير الصحه: د,,,,,
139,مشعان محمد مشعان العتيبي,الرييسيه / الاشخاص / مشعان محمد مشعان العتيبي مشعان محمد مشعان العتيبي العايله العتيبي القبيله العتبان المشاركات في الحكومه الحكومه الوزاره الحكومه 38 وزاره الكهرباء والماء والطاقه المتجدده وزير الكهرباء والماء والطاقه المتجدده وزاره الشوون الاجتماعيه وزير الشوون,,,,,
140,جنان محسن حسن رمضان بوشهري,11 ديسمبر 2019 الامير صباح الاحمد الجابر الصباح رييس الوزراء جابر مبارك الحمد الصباح ياسر ابل رنا الفارس معلومات شخصيه اسم الولاده جنان محسن حسن رمضان بوشهري الميلاد (العمر 52-53) مدينه الكويت الجنسيه كويتي الحياه العمليه المدرسه الام جامعه الكويت جامعه عين شمس شهاده جامعيه دكتوراه 1 المهنه سياسيه تعديل مصدري تعديل جنان محسن حسن رمضان بوشهري (,,,,,
141,جنان محسن حسن رمضان بوشهري,الرييسيه / الاشخاص / جنان محسن حسن رمضان بوشهري جنان محسن حسن رمضان بوشهري الطايفه شيعي العايله بوشهري المشاركات في الحكومه الحكومه الوزاره الحكومه 35 وزاره الدوله لشوون الاسكان والتطوير العمراني وزيره الاسكان وزاره الدوله لشوون الخدمات وزير دوله لشوون الخدمات وزاره الاشغال العامه وزيره الاشغال المشاركات في الانتخابات ومجالس الامه الانتخابات الدايره الترتيب عدد الاصوات النتيجه مجلس الامه 2024 الدايره الثالثه 2024 9 4976 مجلس الامه 2023 الدايره الثالثه 2023 6 5048 مجلس الامه 2022 الدايره الثالثه,,,,,
142,أمثال هادي هايف الحويلة,برياسه معالي الدكتوره امثال هادي هايف الحويله,,,,,
143,أمثال هادي هايف الحويلة,عن شكره لمعالي الدكتوره امثال هادي هايف الحويله,,,,,
144,مشاري الروضان,الموسوعه الحره عبد الله مشاري الروضان مناصب معلومات شخصيه اسم الولاده عبد الله مشاري عبد الله الروضان الميلاد 1910 الكويت تاريخ الوفاه 30 ديسمبر 1979 (69 سنه) الجنسيه الكويت الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل تعديل مصدري,,,,,
145,جمعان محمد ناصر الحريتي,الموسوعه الحره معلومات شخصيه اسم الولاده جمعان محمد ناصر الحريتي الميلاد سنه 1930 تاريخ الوفاه 15 ديسمبر 2001 (71 سنه) الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل قبلي تعديل مصدري تعديل جمعان محمد ناصر الحريتي مواليد دوله الكويت ( 1930 15 ديسمبر 2001 ),,,,,
146,جمعان محمد ناصر الحريتي,بالاضافه الي عضويته ب المجلس الوطني الكويتي 1990 السيره البرلمانيه والذاتيه عدل ولد جمعان محمد ناصر الحريتي العازمي في منطقه (الدمنه) حاليا,,,,,
147,جمعان محمد ناصر الحريتي,"كما شارك ايضا بانتخابات المجلس الوطني الكويتي 1990 ونجح فيها عن الدايره الثانيه عشر 1 مراجع عدل ^ ""جمعان محمد ناصر الحريتي""",,,,,
148,جمعان ظاهر ماضي الحربش,الموسوعه الحره معلومات شخصيه اسم الولاده جمعان ظاهر ماضي الحربش الميلاد 1970 (العمر 55-56) الكويت الجنسيه الكويت الديانه الاسلام الاولاد 9 ابناء مناصب الحياه العمليه المدرسه الام جامعه الكويت المهنه سياسي الحزب (حدس) موظف في جامعه الكويت تعديل مصدري,,,,,
149,مسعود سعد هملان الهملان,الموسوعه الحره مسعود الهملان معلومات شخصيه اسم الولاده مسعود سعد هملان الهملان الميلاد 1935 تاريخ الوفاه 1 يناير 1985 (50 سنه) الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل قبلي تعديل مصدري تعديل مسعود سعد هملان الهملان ( 1935 1985 ) مواليد دوله الكويت,,,,,
150,بدر زايد حمد الداهوم العازمي,الموسوعه الحره رييس المكتب السياسي لتجمع ثوابت الامه معلومات شخصيه اسم الولاده بدر زايد حمد الداهوم العازمي الميلاد سنه 1975 (العمر 50-51 سنه) الكويت الجنسيه كويتي الديانه مسلم الحياه العمليه المدرسه الام جامعه الكويت,,,,,
151,بدر ضاحي العجيل,الموسوعه الحره نايب سابق في مجلس الامه الكويتي بدر العجيل معلومات شخصيه اسم الولاده بدر ضاحي العجيل العسكر الميلاد 1934 القبله تاريخ الوفاه 24 مارس 2021 (87 سنه) الجنسيه الكويت الديانه مسلم الحياه العمليه المدرسه الام كليه الحقوق المهنه سياسي محامي الحزب مستقل تعديل مصدري تعديل بدر ضاحي العجيل العسكر ( 1934 24 مارس 2021 ),,,,,
152,بدر ضاحي العجيل,00:10 عضو مجلس الامه الاسبق المحامي بدر ضاحي العجيل فقدت الكويت احد رجالات القانون والتعليم والعمل البرلماني النايب العام,,,,,
153,بدر ضاحي العجيل,عبدالرزاق السنهوري الفقيه الدستوري والمستشار القانوني و المستشار/ بدر ضاحي العجيل,,,,,
154,بدر ضاحي العجيل,انتقل الا رحمه الله تعالا المحامي والنايب السابق بدر ضاحي العجيل عصر اليوم الاربعاء عن عمر ناهز 88 عام,,,,,
155,مبارك سالم مبارك ناصر الحريص,الموسوعه الحره معلومات شخصيه اسم الولاده مبارك سالم مبارك ناصر الحريص الميلاد 28 فبراير 1964 (العمر 62 سنه) الجنسيه الحياه العمليه التعلم ليسانس حقوق المدرسه الام جامعه الكويت المهنه سياسي الحزب مرشح قبلي مستقل تعديل مصدري,,,,,
156,عبدالكريم هلال الجحيدلي,عبدالكريم هلال الجحيدلي المطران سني نائب Comments & Questions Michael Herb,,,,,
157,عبدالكريم هلال الجحيدلي,شخصيات: عضو مجلس الامه السابق المرحوم عبدالكريم هلال الجحيدلي,,,,,
158,عبدالكريم هلال الجحيدلي,وفاه عبدالكريم هلال الجحيدلي (عن عمر ناهز 74 عاما) وهو عضو مجلس الامه في فصله التشريعي الثاني عام 1967 والثالث عام 1971 والخامس عام 1981 واختير لعضويه المجلس الوطني عام 1990 وله اسهامات بارزه في الحياه النيابيه والسياسيه,,,,,
159,سلطان المطيري,صوره تجمع الفريق الركن سلطان المطيري بالراحل الامير سلطان بن عبد العزيز وحسب المعلومات المتوافره عن الراحل فانه بدا رحلته في العمل العسكري بعد حصوله علا شهاده الثانويه من المدرسه السعوديه في المربع عام 1368ه,,,,,
160,خالد محمد شديد الطاحوس,الموسوعه الحره خالد شديد الطاحوس معلومات شخصيه اسم الولاده خالد محمد شديد الطاحوس مكان الميلاد الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل تعديل مصدري,,,,,
161,خالد مشعان منيخر طاحوس,الولايات المتحده الامريكيه المهنه سياسي مهندس الحزب تعديل مصدري تعديل من مواليد ( 1974 ) عضو مجلس الامه الكويتي 2009 2012 حاصل علا شهاده الهندسه الميكانيكيه من الولايات المتحده الامريكيه 1 نبذه شخصيه خالد مشعان منيخر الطاحوس العجمي عمل مهندس مشاريع في الهييه العامه للصناعه وكان رييس الاتحاد العام لنقابات عمال الكويت ورييس نقابه العاملين في الهييه العامه للصناعه وعضو جمعيه الصحافيين الكويتيه وجمعيه التنميه الديموقراطيه,,,,,
162,سعود بوعركي,قرر ماده اولا يعين اللواء ركن مهندس متقاعد محمد عبد العزيز سعود بوعركي,,,,,
163,سعود بوعركي,كما اعتمد مجلس الوزراء مشروع مرسوم بتعيين عميد ركن متقاعد / محمد عبدالعزيز سعود بوعركي,,,,,
164,علي سالم الجعيلان الدقباسي,الموسوعه الحره معلومات شخصيه اسم الولاده علي سالم جعيلان الدقباسي تاريخ الميلاد 5 ديسمبر 1965 (العمر 60 سنه) مواطنه الكويت مناصب الحياه العمليه المهنه سياسي اعمال بارزه رييس البرلمان العربي سابقا تعديل مصدري,,,,,
165,مصلح هميجان مرشد العازمي,الموسوعه الحره مصلح العازمي مناصب معلومات شخصيه اسم الولاده مصلح هميجان مرشد العازمي تاريخ الميلاد 1940 تاريخ الوفاه 9 اغسطس 2005 (65 سنه) مواطنه الكويت الحياه العمليه المهنه سياسي الحزب قبلي,,,,,
166,موسى حسين عبدالله حسن الصراف,وزير الاشغال العامه ووزير دوله لشوون البلديه السابق في 1 نبذه مختصره المهندس موسا حسين عبد الله حسن الصراف مواليد عام ( ),,,,,
167,موسى حسين عبدالله حسن الصراف,عضويه جمعيه المهندسين الكويتيه وصلات خارجيه موسا حسين عبد الله حسن الصراف انظر ايضا فهد الشعله جنان بوشهري مراجع ^ وزاره الاشغال العامه نسخه محفوظه 2019-09-11 علا موقع واي باك مشين بوابه السياسه بوابه الكويت بوابه اعلام هذه بذره مقاله عن شخصيه سياسيه بحاجه للتوسيع,,,,,
168,سليمان سعدون البدر,الرييسيه / الاشخاص / سليمان سعدون البدر سليمان سعدون البدر الطايفه سني المشاركات في الحكومه الحكومه الوزاره الحكومه 15 وزاره التربيه وزير التربيه,,,,,
169,متعب ناصر السهلي,1 السيره البرلمانيه عدل حصل متعب ناصر محمد الجلال سعود السهلي علا بكالوريوس علوم شرطه من اكاديميه سعد العبد الله للعلوم الامنيه,,,,,
170,سعد الحريتي,A+ Aالدفاع مكتب الملحق العسكري الكويتي يفتتح في بروكسل 05/05/2010 LOC19:24 16:24 GMT سفيره دوله الكويت لدا بلجيكا والاتحاد الاوروبي نبيله الملا وسفيره مجلس التعاون لدول الخليج العربيه في بلجيكا امل الحمد و الملحق العسكري الكويتي في بلجيكا المقدم سعد الحريتي بروكسل,,,,,
171,سعد الحريتي,"اسفرت العمليه الانتخابيه عن انتخاب كل من: "" الدكتور محمد عبدالله محمد شاووش والدكتور/محمد سعد الحريتي الغامدي",,,,,
172,طلال مبارك حمد العيار,نايب رييس مجلس الامه احمد عبدالعزيز السعدون صالح يوسف الفضاله مشاري جاسم العنجري احمد عبدالعزيز السعدون معلومات شخصيه اسم الولاده طلال مبارك حمد العيار الميلاد الجهراء الوفاه 23 اكتوبر 2009 (50 سنه) مستشفا الصباح مكان الدفن مقبره الجهراء مواطنه الحياه العمليه المهنه سياسي الحزب كتله المستقلين تعديل مصدري تعديل طلال مبارك العيار ( 5 مارس 1 23 اكتوبر 2009 2 ),,,,,
173,فهد صالح ناصر محمد الخنة,الموسوعه الحره فهد الخنه نايب سابق في مجلس الامه الكويتي معلومات شخصيه اسم الولاده فهد صالح ناصر محمد الخنه الميلاد 1959 (العمر 67 سنه) الكويت الجنسيه كويتي الديانه الاسلام الحياه العمليه التعلم دكتوراه في التفسير وعلوم القران المدرسه الام جامعه الكويت المهنه سياسي الحزب التجمع السلفي تعديل مصدري,,,,,
174,فهد صالح ناصر محمد الخنة,تعديل فهد صالح ناصر محمد الخنه ( 1959 ) هو سياسي كويتي,,,,,
175,مبارك بنيه خلف حمدان العرف,الموسوعه الحره مبارك العرف معلومات شخصيه اسم الولاده مبارك بنيه خلف حمدان العرف الميلاد 1953 (العمر 73 سنه) الجنسيه الديانه مسلم الحياه العمليه المدرسه الام ليسانس الحقوق المهنه سياسي الحزب مستقل قبلي تعديل مصدري تعديل مبارك بنيه خلف حمدان العرف من مواليد دوله الكويت في عام 1953,,,,,
176,وليد خالد فهد الجري,الموسوعه الحره معلومات شخصيه اسم الولاده وليد خالد فهد الجري الميلاد 1960 (العمر 65-66) الكويت الجنسيه كويتي الديانه مسلم مناصب الحياه العمليه التعلم جامعي المهنه نايب سابق في مجلس الامه,,,,,
177,وليد خالد فهد الجري,وعلا راسهم النايب السابق وليد خالد فهد الجري,,,,,
178,عبدالله عبدالرحمن عبدالله الطويل,الرييسيه / الاشخاص / عبدالله عبدالرحمن عبدالله الطويل عبدالله عبدالرحمن عبدالله الطويل الطايفه سني العايله الطويل المشاركات في الحكومه الحكومه الوزاره الحكومه 24 الثانيه وزاره الصحه وزير الصحه الحكومه 21 وزاره التجاره والصناعه وزير التجاره و الصناعه المشاركات في الانتخابات ومجالس الامه الانتخابات الدايره الترتيب عدد الاصوات النتيجه مجلس الامه 1999 حولي (1999) 9 538 خسر مجلس الامه 1996 حولي (1996) 7 637 خسر,,,,,
179,حمود مبرك براك مبارك العازمي,الموسوعه الحره حمود مبرك العازمي معلومات شخصيه اسم الولاده الميلاد 31 ديسمبر 1956 (العمر 69 سنه) الجنسيه الديانه مسلم الحياه العمليه المدرسه الام بكالوريوس طب بشري المهنه سياسي,,,,,
180,حمود مبرك براك مبارك العازمي,نايب سابق في 1 مسيرته حمود مبرك العازمي حاصل علا بكالوريوس طب بشري وعمل طبيب في وزاره الصحه الكويتيه وهو عضو سابق في نقابه وزاره الصحه,,,,,
181,محمد خلف دهش المهمل,الموسوعه الحره محمد المهمل معلومات شخصيه اسم الولاده محمد خلف دهش المهمل الميلاد 1945 (العمر 81 سنه) الكويت الجنسيه الكويت الديانه مسلم الحياه العمليه المهنه سياسي الحزب قبلي,,,,,
182,مريم العلي,جامعه قطر البلد: قطر بروفيسوره مريم العلي المعاضيد نايب رييس للبحث والدراسات العليا في جامعه قطر اسست و ادارت مركز المواد المتقدمه في جامعه قطر و اسست برنامج الماجستير في علوم و تكنولوجيا المواد,,,,,
183,عيسى عبدالله محمد بهمن,الموسوعه الحره عيسا عبدالله بهمن يصافح شاه ايران محمد رضا بهلوي معلومات شخصيه اسم الولاده عيسا عبد الله محمد بهمن الميلاد 1931 تاريخ الوفاه 20 ابريل 2003 (72 سنه) الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل شيعي تعديل مصدري تعديل عيسا عبد الله محمد بهمن مواليد دوله الكويت ( 1931 20 ابريل 2003 ),,,,,
184,محمد طنا طواري صحفان العنزي,مدير عام الاداره العامه لهندسه الاتصالات • عميد محمد طنا طواري صحفان العنزي,,,,,
185,محمد مفرج عاصي مفرج المسيلم,الموسوعه الحره محمد مفرج المسيلم مناصب نايب في مجلس الامه الكويتي 1985,,,,,
186,محمد مفرج عاصي مفرج المسيلم,"1992 معلومات شخصيه اسم الولاده محمد مفرج عاصي مفرج المسيلم الرشيدي الميلاد الوفاه (68-69 سنه) لندن مكان الدفن مقبره الصليبيخات الاقامه الجنسيه الكنيه ابو جاسم اللقب ""شالع الباب"" الديانه مسلم الحياه العمليه المدرسه الام دبلوم اداره اعمال المهنه سياسي",,,,,
187,محمد مفرج عاصي مفرج المسيلم,1 اولوياته المطلقه طوال تاريخه السياسي نادا محمد مفرج المسيلم,,,,,
188,محمد مفرج عاصي مفرج المسيلم,وفاته توفي الامير محمد مفرج عاصي مفرج المسيلم عام 1439 ه الموافق 2 عن عمر يناهز التاسع والستون عام,,,,,
189,سلطان جدعان عواد مذود (اللغيصم) الشمري,الموسوعه الحره سلطان اللغيصم معلومات شخصيه اسم الولاده سلطان جدعان عواد مذود اللغيصم الشمري الميلاد (العمر 58-59) الجنسيه الديانه مسلم منصب رييس لجنه الشوون الداخليه والدفاع في مجلس الامه 2013,,,,,
